user_email,date,weekday,is_holiday,has_work_event,has_gym_event,item_name,item_priority,item_category,needed_label,packed
demo1@example.com,2025-06-04,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-05,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Laptop,high,work,1,0
demo1@example.com,2025-06-05,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-05,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-05,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-05,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-05,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-05,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-06,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-06,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-06,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-06,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-06,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-06,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-07,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-07,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-07,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-07,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-07,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-07,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-08,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Power Bank,medium,work,1,0
demo1@example.com,2025-06-08,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-08,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-08,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-08,6,1,0,0,Headphones,low,work,1,1
demo1@example.com,2025-06-08,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-08,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-08,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-09,0,0,1,0,ID Card,high,work,1,0
demo1@example.com,2025-06-09,0,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-09,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-09,0,0,1,0,Notebook,medium,work,1,0
demo1@example.com,2025-06-09,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-09,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-09,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-09,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-10,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Power Bank,medium,work,1,0
demo1@example.com,2025-06-10,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-10,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-10,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-10,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-10,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-10,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-11,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-11,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-11,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-11,2,0,1,0,Headphones,low,work,1,0
demo1@example.com,2025-06-11,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-11,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-11,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-12,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-12,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-12,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-12,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-12,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-12,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-13,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Access Card,high,work,1,0
demo1@example.com,2025-06-13,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-13,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-13,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-13,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-13,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-13,4,0,1,0,Umbrella,medium,personal,1,1
demo1@example.com,2025-06-14,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-14,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-14,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-14,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-14,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-14,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-15,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-15,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-15,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-15,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-15,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-15,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-16,0,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Access Card,high,work,1,0
demo1@example.com,2025-06-16,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Charger,medium,work,1,0
demo1@example.com,2025-06-16,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Lunch Box,medium,home,1,0
demo1@example.com,2025-06-16,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-16,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-16,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-16,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-16,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-17,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-17,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-17,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-17,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-17,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-17,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-18,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-18,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-18,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Pen,low,work,1,0
demo1@example.com,2025-06-18,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-18,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-18,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-18,2,0,1,0,Umbrella,medium,personal,1,1
demo1@example.com,2025-06-19,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-19,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-19,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-19,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-19,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-19,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-20,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-20,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-20,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-20,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-20,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-20,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-21,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-21,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-21,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-21,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-21,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-21,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-22,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-22,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-22,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-22,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-22,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-22,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-23,0,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-23,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-23,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-23,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-23,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-23,0,0,1,0,Umbrella,medium,personal,1,1
demo1@example.com,2025-06-24,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-24,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-24,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-24,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-24,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-24,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-25,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-25,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-25,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-25,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-25,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-25,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-26,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-26,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-26,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-06-26,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-06-26,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-06-26,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-27,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-27,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-06-27,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-27,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-27,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-27,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-28,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-28,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-28,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-28,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-28,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-28,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-29,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-06-29,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-06-29,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-06-29,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-29,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-29,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-06-30,0,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Access Card,high,work,1,0
demo1@example.com,2025-06-30,0,0,1,0,Laptop,high,work,1,0
demo1@example.com,2025-06-30,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-06-30,0,0,1,0,Water Bottle,medium,personal,1,0
demo1@example.com,2025-06-30,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-06-30,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-06-30,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-06-30,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-07-01,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-07-01,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-07-01,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-07-01,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-07-01,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-07-01,1,0,1,1,Lunch Box,medium,home,1,1
